Genero;Idoso;Casado;Dependentes;Tempo_como_Cliente;Servico_Celular;Servico_Internet;Servico_Seguranca;Suporte_Tecnico;Servico_TV;Tipo_Contrato;Metodo_Pagamento;Pagamento_Mensal;Total_Pago;Churn
M;False;False;False;13;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.45;270.2;False
F;True;False;False;16;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;96.15;1529.2;True
F;False;True;True;3;True;DSL;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);58.7;168.6;False
M;False;False;False;25;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.15;536.35;False
M;False;False;False;30;True;DSL;True;False;False;MONTH-TO-MONTH;MAILED CHECK;64.5;1888.45;False
F;False;True;False;21;True;DSL;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;28.5;629.35;False
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;45.3;45.3;True
F;False;False;False;15;True;NO;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);19.4;289.3;True
M;True;True;False;23;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;90.45;2117.25;False
F;False;True;True;45;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;105.15;4730.9;False
F;False;True;True;24;True;FIBER OPTIC;False;False;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);83.15;2033.05;False
F;False;False;False;11;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;90.15;987.95;True
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;45.05;45.05;True
F;False;True;False;56;True;FIBER OPTIC;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);103.2;5744.35;False
F;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;75.8;75.8;True
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;19.45;19.45;False
F;False;False;False;7;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;79.3;523.15;True
F;True;True;False;55;True;FIBER OPTIC;False;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);88.8;4805.3;False
F;False;False;False;2;True;DSL;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;30.9;59.05;True
F;False;True;True;72;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);85.9;6110.75;False
F;True;False;False;45;True;DSL;False;False;False;ONE YEAR;ELECTRONIC CHECK;34.2;1596.6;False
F;False;False;False;47;True;NO;True;True;True;TWO YEAR;MAILED CHECK;20.15;1046.2;False
F;True;False;False;46;True;FIBER OPTIC;False;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);95.25;4424.2;True
M;False;False;False;2;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;50.3;92.75;False
F;False;True;False;2;True;FIBER OPTIC;True;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;80.15;194.55;False
F;False;True;False;12;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;51.25;612.1;False
F;True;True;False;68;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);89.6;6127.6;True
M;False;True;True;69;True;FIBER OPTIC;False;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);95.2;6671.7;False
M;True;False;True;56;True;FIBER OPTIC;True;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);94.8;5264.3;False
F;True;False;False;4;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;80.25;303.7;False
M;False;True;False;64;True;DSL;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);76.1;4818.8;False
M;False;True;False;59;True;FIBER OPTIC;True;False;True;ONE YEAR;ELECTRONIC CHECK;110.15;6448.05;True
M;False;True;True;62;True;FIBER OPTIC;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);115.55;7159.05;False
M;False;True;True;63;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);24.65;1574.5;False
F;False;False;False;53;True;DSL;True;True;True;ONE YEAR;ELECTRONIC CHECK;53.6;2879.2;False
M;False;True;True;5;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.45;86.05;False
M;True;True;False;49;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;88.2;4159.45;False
F;False;True;True;62;True;FIBER OPTIC;True;False;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);101.15;6638.35;False
F;False;True;False;55;True;DSL;True;True;False;TWO YEAR;MAILED CHECK;56.8;3112.05;False
F;True;True;False;71;True;FIBER OPTIC;True;True;True;TWO YEAR;ELECTRONIC CHECK;99.4;7168.25;False
F;False;True;True;72;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);20.1;1326.25;False
M;False;True;True;36;True;DSL;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);60.7;2234.55;False
M;False;True;False;25;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);20.95;495.15;False
F;True;True;False;72;True;FIBER OPTIC;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);114.85;8317.95;False
F;False;False;False;36;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);19.25;679.8;False
M;False;False;False;1;True;DSL;False;False;True;MONTH-TO-MONTH;MAILED CHECK;62.8;62.8;False
F;False;True;False;72;True;FIBER OPTIC;True;False;True;TWO YEAR;ELECTRONIC CHECK;105.5;7544.0;False
M;False;True;True;59;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.85;1188.25;False
M;True;True;False;7;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;89.5;676.7;True
F;False;False;False;1;True;DSL;False;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);74.1;74.1;False
F;False;True;True;30;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;107.5;3242.5;False
M;False;False;False;64;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.55;1240.15;False
M;False;False;False;63;True;DSL;True;True;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);68.8;4111.35;False
M;True;True;False;72;True;DSL;True;False;True;TWO YEAR;CREDIT CARD (AUTOMATIC);84.45;5899.85;False
M;False;True;False;8;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;75.0;632.95;True
F;False;False;False;62;True;DSL;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);84.5;5193.2;False
M;False;True;True;67;True;FIBER OPTIC;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);111.2;7530.8;False
M;False;False;False;6;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;44.75;270.95;True
F;False;True;True;70;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);80.6;5460.2;False
F;True;False;False;20;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);80.7;1614.2;False
F;False;False;False;5;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;75.6;402.5;False
F;False;True;True;24;True;DSL;True;False;True;ONE YEAR;ELECTRONIC CHECK;57.6;1367.75;False
F;False;True;False;11;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;44.05;483.7;True
M;False;True;False;72;True;FIBER OPTIC;False;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);110.6;7962.2;False
F;False;True;True;66;True;DSL;True;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);58.2;3810.8;False
F;False;True;True;45;True;DSL;True;True;True;TWO YEAR;MAILED CHECK;81.0;3533.6;False
F;False;True;True;69;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.7;1396.9;False
M;True;True;False;15;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);85.6;1345.55;True
F;False;False;False;28;True;DSL;False;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);59.55;1646.45;False
F;False;False;False;70;True;FIBER OPTIC;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);115.55;8127.6;True
F;False;False;False;36;True;DSL;True;True;False;ONE YEAR;MAILED CHECK;75.55;2680.15;False
M;True;False;False;16;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;86.6;1281.0;True
F;False;False;False;18;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;85.2;1553.9;True
F;False;True;False;34;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;97.65;3207.55;True
M;False;True;True;42;True;DSL;False;False;False;ONE YEAR;CREDIT CARD (AUTOMATIC);45.1;2049.05;False
M;False;False;False;48;True;DSL;True;True;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);70.95;3629.2;False
M;False;True;False;47;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;109.55;5124.55;True
F;False;True;True;39;True;FIBER OPTIC;False;True;False;ONE YEAR;ELECTRONIC CHECK;89.55;3474.45;True
F;False;True;True;11;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);20.9;202.3;False
M;False;False;False;7;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.95;147.5;False
F;False;False;False;3;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;24.6;86.35;False
M;False;False;False;8;True;DSL;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;66.7;579.0;False
M;False;False;True;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.45;19.45;True
M;False;True;True;32;True;FIBER OPTIC;True;False;False;ONE YEAR;MAILED CHECK;94.8;3131.55;False
M;False;True;True;60;True;DSL;True;True;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);65.85;3928.3;False
F;False;True;False;10;True;NO;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);19.95;187.75;False
F;False;True;False;71;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);24.65;1710.15;False
F;False;True;True;4;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.35;76.35;True
F;True;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;69.25;69.25;True
F;False;True;True;43;True;DSL;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);51.25;2151.6;False
M;False;True;False;59;True;FIBER OPTIC;False;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);99.5;5961.1;True
F;False;True;False;23;True;DSL;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;54.25;1221.55;False
F;False;True;False;72;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.4;1496.45;False
M;False;True;False;22;True;DSL;True;True;False;ONE YEAR;CREDIT CARD (AUTOMATIC);56.25;1292.2;False
F;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;25.15;25.15;False
M;False;False;False;69;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);23.95;1713.1;False
M;False;False;False;50;True;DSL;True;True;False;ONE YEAR;MAILED CHECK;35.4;1748.9;False
F;True;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;25.2;25.2;True
M;False;False;False;2;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;45.0;96.45;True
F;False;True;False;15;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.35;1114.55;False
M;False;False;False;31;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);20.4;609.1;False
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.15;20.15;True
M;False;True;False;66;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);105.0;7133.25;True
F;False;True;True;0;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);56.05;56.05;False
M;False;False;True;3;True;DSL;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);54.7;169.45;True
F;False;False;False;8;True;NO;True;True;True;TWO YEAR;MAILED CHECK;20.0;141.6;False
M;False;True;True;64;True;DSL;True;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);73.05;4688.65;False
F;False;True;False;28;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.5;563.05;False
F;False;True;False;57;True;FIBER OPTIC;False;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);100.75;5985.0;False
F;False;True;True;14;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;87.25;1258.6;True
M;False;False;False;19;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.95;373.5;False
M;False;True;False;10;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;79.95;857.2;True
F;False;True;False;51;True;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;49.65;2553.35;False
F;False;True;False;67;True;DSL;True;False;False;TWO YEAR;MAILED CHECK;65.65;4322.85;False
M;False;True;True;11;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;20.45;250.8;False
M;False;True;True;72;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);60.95;4549.05;False
M;False;True;True;66;True;NO;True;True;True;ONE YEAR;ELECTRONIC CHECK;20.35;1359.5;False
F;False;False;False;18;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;88.35;1639.3;True
F;False;False;False;9;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;19.5;178.85;False
F;False;False;False;9;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.2;633.85;False
M;False;True;False;48;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);111.45;5315.1;False
M;False;False;False;10;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;70.15;735.5;False
F;False;False;False;9;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;94.75;889.9;True
F;True;False;False;13;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;95.05;1290.0;True
M;False;False;False;4;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;78.45;330.05;True
M;False;False;False;4;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;70.2;237.95;True
F;False;True;False;72;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);92.0;6474.4;False
F;False;True;True;51;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);85.5;4421.95;False
M;False;True;False;59;True;DSL;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);41.05;2452.7;True
M;False;True;False;10;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;85.6;813.85;True
M;True;True;False;61;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;82.15;4904.85;False
M;False;False;False;54;True;FIBER OPTIC;True;True;False;ONE YEAR;ELECTRONIC CHECK;84.4;4484.05;False
F;False;False;False;33;True;DSL;True;False;False;MONTH-TO-MONTH;MAILED CHECK;60.9;2033.85;False
F;False;False;False;27;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);20.25;538.2;False
F;True;False;False;1;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;79.2;79.2;True
M;False;False;False;23;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;MAILED CHECK;95.3;2192.9;False
M;False;False;True;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.85;19.85;False
M;False;True;True;45;True;DSL;True;True;True;TWO YEAR;MAILED CHECK;84.35;3858.05;False
F;False;True;True;39;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.85;854.8;False
M;False;False;False;5;True;DSL;False;False;True;ONE YEAR;MAILED CHECK;70.0;347.4;True
M;False;True;True;72;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);82.3;5815.15;False
F;False;True;True;58;True;DSL;False;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);66.8;3970.4;False
F;False;False;False;70;True;DSL;True;True;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);44.6;3058.15;False
M;False;True;True;61;True;FIBER OPTIC;False;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);98.45;6145.2;False
M;False;False;False;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;70.7;129.2;False
F;False;True;True;46;True;NO;True;True;True;ONE YEAR;MAILED CHECK;24.95;1165.9;False
F;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);49.95;49.95;True
F;False;True;False;22;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;69.25;1554.0;True
F;False;False;False;48;True;FIBER OPTIC;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);102.5;4904.25;False
M;False;False;False;64;True;DSL;False;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);86.55;5632.55;False
M;False;True;True;72;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);24.3;1643.25;False
F;False;True;True;12;True;DSL;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);58.35;740.55;False
F;True;True;False;34;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;94.25;3217.55;True
F;False;True;True;72;True;DSL;True;False;False;TWO YEAR;CREDIT CARD (AUTOMATIC);68.75;4888.2;False
M;False;True;False;29;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;85.8;2440.25;False
M;False;True;True;33;True;NO;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);20.1;620.55;False
F;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.35;20.35;False
F;False;True;True;62;True;FIBER OPTIC;False;True;True;ONE YEAR;ELECTRONIC CHECK;110.8;6840.95;False
M;False;True;False;41;True;DSL;False;False;True;ONE YEAR;ELECTRONIC CHECK;73.0;3001.2;True
F;False;False;False;64;True;FIBER OPTIC;False;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);100.05;6254.2;True
F;False;False;False;4;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);82.85;319.6;False
F;False;False;False;24;True;FIBER OPTIC;True;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;84.35;1938.05;False
F;False;True;True;14;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.55;294.5;False
M;False;False;True;3;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.95;58.3;False
F;True;False;False;4;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);99.8;442.85;True
F;False;False;True;18;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;35.0;553.0;True
M;False;False;False;8;True;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;66.25;546.45;False
F;False;False;False;35;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);23.3;797.1;False
F;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;76.0;76.0;True
M;False;False;True;66;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);25.3;1673.8;False
M;False;False;True;8;True;DSL;True;True;False;TWO YEAR;MAILED CHECK;44.55;343.45;False
F;False;True;False;71;True;FIBER OPTIC;True;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);104.1;7412.25;False
F;False;True;True;43;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);92.55;4039.0;False
F;True;False;False;2;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;93.85;170.85;True
M;True;False;False;29;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);101.45;2948.6;False
F;False;True;False;15;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;84.3;1308.4;True
M;False;True;True;65;True;FIBER OPTIC;True;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);94.55;6078.75;False
M;False;False;False;35;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;95.5;3418.2;False
M;False;False;False;64;True;FIBER OPTIC;True;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);100.3;6603.8;False
F;False;True;True;58;True;DSL;False;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);55.5;3166.9;False
F;True;False;False;18;True;DSL;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);49.85;865.75;False
M;False;True;True;67;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);89.55;6373.1;False
M;False;True;True;63;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.15;1177.05;False
F;False;True;False;60;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;99.8;5985.75;False
M;True;False;False;9;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);84.4;732.5;True
F;False;True;True;70;True;FIBER OPTIC;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);113.05;7869.05;False
M;False;True;False;15;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;101.1;1504.05;True
F;False;False;True;48;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.95;936.7;False
M;False;True;False;12;True;DSL;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;74.15;741.4;False
M;True;True;False;71;True;FIBER OPTIC;True;True;False;ONE YEAR;ELECTRONIC CHECK;92.0;6585.2;False
M;True;False;False;44;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;73.85;3122.4;False
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;50.45;50.45;True
M;False;True;True;45;True;NO;True;True;True;TWO YEAR;MAILED CHECK;24.45;1088.25;False
F;False;False;False;23;True;NO;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);24.8;615.35;False
F;False;True;False;43;True;DSL;False;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);64.85;2908.2;False
M;False;False;False;35;True;NO;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);20.75;739.9;False
M;False;True;False;9;True;DSL;True;True;True;MONTH-TO-MONTH;MAILED CHECK;68.95;593.85;False
M;False;False;False;12;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;MAILED CHECK;99.95;1132.75;True
F;True;True;False;65;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);109.4;7227.45;False
F;False;False;False;2;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;91.4;193.6;True
M;False;False;False;27;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;49.0;1291.35;False
F;False;False;False;40;True;DSL;False;False;False;ONE YEAR;MAILED CHECK;50.25;2023.55;False
F;True;False;False;5;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.55;349.65;True
M;False;True;True;8;True;NO;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);19.9;153.95;False
F;True;True;False;58;True;FIBER OPTIC;False;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);97.8;5458.8;False
F;False;True;True;52;True;FIBER OPTIC;True;False;True;ONE YEAR;ELECTRONIC CHECK;100.3;5244.45;False
M;False;True;False;3;True;DSL;False;True;False;MONTH-TO-MONTH;MAILED CHECK;55.8;154.55;False
M;False;False;True;41;True;FIBER OPTIC;True;True;True;TWO YEAR;ELECTRONIC CHECK;111.15;4507.15;False
M;False;False;False;20;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;MAILED CHECK;98.55;2031.95;False
M;False;False;True;1;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;50.05;50.05;False
M;False;False;True;4;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);80.8;332.45;True
M;False;False;False;23;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;20.85;473.9;False
F;True;False;False;6;True;NO;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);19.5;106.8;False
M;False;True;True;8;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.35;152.6;False
M;False;False;False;18;True;DSL;True;False;True;MONTH-TO-MONTH;MAILED CHECK;69.5;1199.4;False
M;True;False;False;52;True;DSL;True;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);48.8;2555.05;False
M;False;False;False;31;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;94.5;2979.2;False
M;False;True;True;29;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.65;654.85;False
F;False;True;False;36;True;FIBER OPTIC;True;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);106.05;3834.4;False
F;False;True;False;16;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;100.0;1534.75;True
M;False;True;False;42;True;FIBER OPTIC;False;True;True;ONE YEAR;ELECTRONIC CHECK;108.3;4586.15;False
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;20.55;20.55;True
F;False;False;False;60;True;FIBER OPTIC;False;False;True;TWO YEAR;ELECTRONIC CHECK;99.65;5941.05;False
M;False;False;False;5;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;85.3;424.15;True
M;False;True;False;22;True;FIBER OPTIC;True;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);95.9;2234.95;False
M;False;True;False;36;True;NO;True;True;True;ONE YEAR;MAILED CHECK;20.0;666.75;False
F;False;False;False;4;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;70.4;281.0;True
M;False;False;False;9;True;DSL;True;True;False;MONTH-TO-MONTH;MAILED CHECK;64.95;547.8;False
M;False;True;True;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);74.6;74.6;False
M;False;True;True;12;True;DSL;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;49.2;571.15;False
